attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,class
0.031448,0.48486,0.11053,1.3848,0.062936,0,0.040967,1.0625,0.56483,0.51514,0.059525,0.14265,0.16316,0.040967,1920.3,0.19007,2.0625,0.040967,0.072531,69.283,0.56542,0.057468,0.055678,0.28008,0.45888,0.17044,3.0968,0.18351,5.1063,0.50372,0.088263,203.97,1.7894,1.0599,0.050911,0.56483,4.3687,0.58164,0.090136,0.70883,0.14874,0.10174,125.46,56.179,0.29332,1.0115,76.147,0.0062771,0.011113,0.82028,0.28719,0.55883,0.85532,0.96573,14118,0.090136,0.061047,0.93014,0.12908,5.2682,6.4971,185.59,1.9667,0.93781,0
0.093829,0.41703,0.044059,1.1076,-25.762,0.22774,0.11618,1.1295,1.0256,0.47101,0.11618,0.2837,0.089303,0.11618,816.14,0.44723,2.3979,0.11618,0.055627,29.964,0.99168,0.13519,0.044927,0.28908,0.47101,0.39364,0.66389,0.080629,4.2454,0.18631,0.055627,73.403,4.9726,0.32417,0.13519,2.1771,37.494,0.47854,0.064729,0.10065,0.066713,0.064729,72.065,42.102,0.54727,0.68892,30.732,0.064856,0.031054,1.0876,0.40951,0.2011,0.86198,0.87575,775.27,0.024993,0.19921,0.97501,0.015975,12.181,8.6695,71.568,5.1,3.822,0
0.086254,0.13381,0.36989,4.1213,123.82,0.1567,0.086254,6.3507,1.1333,0.84981,0.086254,0.72787,0.19257,0.086254,312.7,1.1673,7.473,0.086254,0.10634,64.563,64.956,0.09772,0.10634,0.17176,0.84981,1.1673,1.3654,0.72298,4.5005,0.014647,0.10634,60.436,6.0395,0.73026,0.09772,0.82164,22.525,0.86512,0.12048,1.0653,0.02624,0.12048,162.97,98.407,0.60119,2.9106,73.17,0.027779,0.034248,3.6497,0.1185,0.16558,1.661,1.691,11709,0.11762,0.1015,0.88238,0.018019,5.6534,3.7091,53.327,6.8445,1.5854,0
0.0046989,0.70849,-0.16356,0.66763,-154.75,0,0.0046989,0.41145,0.87948,0.29151,0.0067119,0.0095485,0.050988,0.0046989,5766.7,0.063294,1.4115,0.0046989,0.0053428,22.376,1.0115,0,0.0053428,0.041508,0.22282,0.063294,0,-0.24359,3.8622,0.78048,0.01194,293.14,1.2451,0.86485,0.01196,0.87948,2.3316,0.40929,0.013599,0.10308,0.58829,0,115.3,92.923,0.087153,0.55807,32.116,-0.040144,-0.045645,0.46372,0.49211,0.80312,0.43415,0.60956,-1190.9,0.3033,0.016119,0.7028,0.40405,16.312,3.928,204.23,1.7872,1.3098,0
0.13859,0.22951,0.29782,2.8728,77.856,0.021434,0.13859,3.3572,1.0998,0.77049,0.1491,0.87146,0.13176,0.13859,578.08,0.6314,4.3572,0.13859,0.12601,44.639,1.1083,0,0.12601,0.35595,0.72395,0.6314,0,0.54833,4.5703,0.057639,0.28302,76.343,4.7811,3.3129,0.016046,1.0998,4.7007,0.83907,0.01459,1.0462,1.21,0,96.406,51.767,1.0304,2.027,64.569,-0.0063226,-0.0057489,1.9906,0.15903,0.20916,1.4186,1.5448,11072,0.30866,0.17987,0.70029,0.089001,8.1767,7.0509,52.779,6.9157,2.0248,0
0.084932,0.37999,0.56315,2.9923,105.11,0,0.09077,1.6317,1.5382,0.62001,0.095458,0.32112,0.071754,0.09077,1256.6,0.29046,2.6317,0.09077,0.059012,29.212,0.80736,0,0.055217,0.5902,0.084932,0.27509,0,3.6524,3.7619,0.20236,0.11802,105.22,3.4688,2.5804,0.00023132,1.5382,7.4262,0.71733,0.00015038,0.80731,0.64628,0,146.56,117.35,0.68993,2.5568,45.826,-0.019598,-0.012741,2.2259,0.28267,0.28828,4.0212,4.6524,3255,0.36254,0.13698,0.64133,0.15696,12.495,3.1105,67.076,5.4416,9.9759,0
-0.02068,0.73104,-0.084045,0.64728,-304.02,-0.039026,-0.019833,0.36792,0.26621,0.26896,0.0078682,-0.083236,0.023204,-0.019833,43196,0.0084498,1.3679,-0.019833,-0.074501,144.59,0.85031,0.0075558,-0.077683,-0.0080251,-0.016076,0.0072912,0.27276,-0.099371,4.5836,2.7454,0.015614,335.87,1.0867,0.3542,0.0072726,0.26621,0.099244,0.76043,0.027319,0.031065,0.72598,0.028383,201.32,56.727,-0.1961,0.2047,148.65,-0.018454,-0.069322,0.21097,0.23827,0.9202,0.31801,0.8991,-3222.1,0.027319,-0.076888,1.0734,1.8273,2.5244,6.4343,326.7,1.1172,0.31475,0
0.11016,0.74439,0.046493,1.1496,-40.486,0,0.12185,0.34339,1.0636,0.25561,0.14948,0.39199,0.13802,0.12185,1850.8,0.19722,1.3434,0.12185,0.11456,49.099,1.5342,0.14936,0.10357,0.18939,0.19887,0.18152,5.4061,0.072345,4.6611,0.6659,0.13747,125.27,2.9138,1.2168,0.15788,1.0636,0.512,0.6741,0.14844,0.12413,0.14235,0.14042,109.39,60.288,0.76995,0.68929,57.658,0.1244,0.11696,0.48005,0.31085,0.3432,0.39775,1.0489,2130.4,0.14844,0.43098,0.88789,1.6372,7.4339,6.0543,106.67,3.4217,1.655,0
0.040692,0.23822,0.64881,5.1668,35.77,0,0.063204,3.1979,1.5981,0.76178,0.081616,0.40591,0.058548,0.063204,929.3,0.39277,4.1979,0.063204,0.03955,112.8,0.87528,0.059594,0.025463,0.42282,0.74513,0.29827,3.2366,3.3189,3.7784,0.12679,0.042827,38.478,9.4859,6.2003,0.12105,1.5981,3.765,0.84429,0.075746,0.30059,0.088273,0.037291,173.06,60.263,0.082395,1.9951,122.04,0.029234,0.018293,3.3772,0.15571,0.10542,3.8969,4.3189,3895.3,0.075746,0.053417,0.9611,0.10831,3.2359,6.0568,35.564,10.263,8.1749,0
0.047704,0.73098,-0.0027605,0.99503,-71.154,-0.047602,0.047704,0.36803,1.4043,0.26902,0.12365,0.085837,0.65594,0.047704,289.66,1.2601,1.368,0.047704,0.033971,18.731,0.87338,0.092586,0.033971,0.15377,0.25598,1.2601,1.219,-0.0061754,3.9056,0.49306,0.033971,151.81,2.4043,1.828,0.068061,1.4043,2.7446,0.44425,0.048467,0.09939,0.025224,0.065932,129.38,110.65,0.66197,0.86536,19.685,-0.78082,-0.55604,0.75651,0.55575,0.41592,0.60183,0.99382,-22.213,0.048467,0.17732,0.96806,0.65134,19.486,3.2988,144.45,2.5268,3.1414,0
0.0029684,0.4934,0.17776,1.4092,-9.8835,0.12072,0.0094472,0.9943,1.0098,0.49059,0.0094472,0.021746,0.046706,0.0094472,2006.6,0.1819,2.0267,0.0094472,0.0049164,42.289,0.70418,0.022155,0.0015448,0.15953,0.49059,0.16877,0.11642,0.45837,4.1393,0.25588,0.0049164,83.325,4.3805,0.044903,0.022155,1.9307,6.6055,0.54957,0.01153,0.015795,0.15832,0.01153,114.98,72.691,0.013333,0.8967,42.703,-0.058147,-0.03026,1.2407,0.43443,0.22829,1.265,1.4171,2449.9,0.0096734,0.0060506,0.99033,0.12021,8.631,5.0213,82.519,4.4232,4.955,0
0.12302,0.32676,0.36995,2.1479,-6.0664,0.13706,0.15442,1.9347,1.0895,0.63219,0.15442,0.47912,0.12346,0.15442,518.64,0.70376,3.0603,0.15442,0.082902,77.042,0.99321,0.15684,0.066047,0.17432,0.63219,0.60768,0.91738,1.202,4.0411,0.097981,0.082902,68.805,5.3049,0.48,0.15684,1.8908,66.887,0.63666,0.084206,0.46103,0.046228,0.084206,106.53,29.491,0.31291,0.92799,83.934,0.081299,0.043648,2.1185,0.32229,0.18851,2.0541,2.0687,4066.5,0.082108,0.1946,0.91789,0.0070729,4.7377,12.377,63.155,5.7794,6.0521,0
0.33139,0.13301,0.40793,4.206,23.202,0,0.33139,6.518,1.2869,0.86699,0.33236,2.6045,0.30171,0.33139,125.05,2.9189,7.518,0.33139,0.25752,98.39,1.0898,0.32768,0.25752,0.88296,0.33139,2.9189,339.42,0.87757,4.7635,-0.02198,0.25827,48.308,7.5556,7.2276,0.32549,1.2869,32.601,0.87276,0.25294,1.2892,0.01153,0.25464,105.26,6.8741,0.95533,1.4797,131.7,0.27082,0.21045,4.0234,0.12724,0.13235,1.8651,1.8776,23662,0.25294,0.38224,0.74449,0.0066612,3.7097,53.098,36.089,10.114,2.7684,0
0.3087,0.064991,0.18392,4.4101,34.055,0.99554,0.3087,14.34,1.3049,0.93199,0.3087,5.7235,0.32983,0.3087,52.822,6.9101,15.387,0.3087,0.22672,25.733,0.98996,0.31101,0.22672,0.99554,0.93199,6.9101,2.9808,0.24132,4.1955,-0.018796,0.22672,18.868,19.345,4.7855,0.31101,1.3648,12.833,0.94304,0.22842,1.726,0.0047334,0.22842,38.808,13.075,3.2159,2.6303,33.58,0.17062,0.12531,3.6599,0.053936,0.051693,1.2229,1.2374,2884.8,0.23368,0.33123,0.76632,0.011862,14.184,27.916,14.459,25.244,1.7865,0
0.20435,0.44345,0.31705,2.266,36.866,0,0.20435,1.255,1.4817,0.55655,0.20847,0.81597,0.20297,0.20435,538.21,0.67817,2.255,0.20435,0.13791,44.895,0.81149,0.20487,0.13791,0.36121,0.2045,0.67817,49.642,0.73305,4.2513,0.20996,0.1407,64.783,5.6342,3.1818,0.070704,1.4817,36.531,0.5671,0.047718,0.52924,0.049067,0.13827,107.15,62.251,1.1213,1.5383,47.144,0.10848,0.073213,1.2797,0.25043,0.17749,1.2868,1.3112,5655.4,0.047718,0.36717,0.87675,0.018948,8.1301,5.8634,61.692,5.9165,3.4257,0
0.0024932,0.95722,-0.21681,0.64192,-85.333,-4.1663E-05,0.0038785,0.044693,1.8762,0.042781,0.064037,0.0064057,0.033352,0.0038785,5583.5,0.065371,1.0447,0.0038785,0.0020672,40.252,1.2392,0.033875,0.0013288,0.021834,0.032532,0.063924,0.5631,-0.35465,4.4751,0.50717,0.034131,118.96,3.0682,1.9407,0.018479,1.8762,0.51824,0.39352,0.009849,0.013837,0.34468,0.018055,73.984,33.731,0.01205,0.3002,40.653,-0.024821,-0.013229,0.40604,0.60548,0.32593,0.06998,0.64371,-6473.5,0.009849,0.058278,0.998,8.1985,9.0678,10.821,117.79,3.0987,3.0691,0
0.29325,0.7405,-0.17037,0.73163,-52.83,0,0.29325,0.35044,2.133,0.2595,0.30511,0.46193,0.16929,0.29325,748.53,0.48762,1.3504,0.29325,0.13748,14.91,1.1416,0.29399,0.13748,0.58621,0.23211,0.48762,24.797,-0.31814,3.9008,0.33029,0.14303,124.38,2.9347,2.5159,0.26994,2.133,9.1362,0.3008,0.12655,0.06606,0.06822,0.13783,72.304,57.394,3.3657,0.59438,17.07,0.22616,0.10603,0.62724,0.63484,0.34075,0.48457,0.56169,-1355.8,0.12655,1.1301,0.86492,0.15916,24.481,6.3595,108.63,3.3599,3.9829,0
0.16044,0.42911,0.42746,2.2567,81.341,0,0.16044,1.3304,1.6702,0.57089,0.16962,0.47169,0.1314,0.16044,713.66,0.51145,2.3304,0.16044,0.096063,19.272,1.0332,0.16348,0.096063,0.53765,0.052603,0.51145,17.817,1.8394,3.6325,0.10155,0.098004,80.091,4.5573,3.6125,0.12003,1.6702,44.304,0.58623,0.071868,0.76986,0.064286,0.09788,110.52,91.252,1.8194,1.9974,20.764,0.10445,0.062541,1.7889,0.34015,0.21943,2.4566,2.5226,1834.1,0.071868,0.28104,0.90673,0.026862,18.939,3.9999,74.335,4.9102,7.187,0
-0.013526,0.84741,-0.052829,0.59822,-105.74,0,-0.013526,0.18007,0.34014,0.15259,0.0071321,-0.10287,0.095317,-0.013526,9540.3,0.038259,1.1801,-0.013526,-0.039766,29.603,0.76255,0.0065375,-0.039766,0.062276,-0.013526,0.038259,0.31646,-0.057339,4.7915,2.4907,0.020307,146.62,2.4895,0.38628,0.012805,0.34014,0.098409,0.67157,0.037647,0.018843,0.5382,0.01922,81.748,52.146,-0.49032,0.38842,30.761,-0.039409,-0.11586,0.092822,0.13149,0.40169,0.16562,0.7289,-3268.4,0.037647,-0.08864,1.0362,3.401,12.33,6.9996,141.1,2.5869,0.36918,0
0.045918,0.68248,-0.031308,0.93893,-28.007,0,0.045918,0.46525,1.9213,0.31752,0.066815,0.089576,0.07043,0.045918,1840.9,0.19828,1.4652,0.045918,0.023899,19.251,0.95407,0.064245,0.023899,0.15831,0.045918,0.19828,3.0744,-0.060359,3.9257,0.32831,0.034225,99.906,3.6534,2.7442,0.048501,1.9213,2.5048,0.46922,0.025243,0.11272,0.14806,0.033438,80.459,61.209,0.45314,0.74125,19.749,-0.025157,-0.013093,0.70524,0.51262,0.27371,0.61216,0.90463,-263.88,0.025243,0.14462,0.97652,0.47776,18.96,5.9632,97.384,3.7481,3.7042,0
0.27779,0.1545,0.2072,3.4862,61.035,0.78051,0.27779,5.4727,1.3342,0.8455,0.27779,3.3332,0.29414,0.27779,163.62,2.2308,6.4727,0.27779,0.23708,20.687,0.93088,0.28696,0.23708,0.78051,0.8455,2.2308,3.2676,0.29206,4.1778,0.062365,0.23708,34.637,10.538,1.8574,0.28696,1.1752,3.1499,0.91666,0.24491,1.0158,0.014356,0.24491,64.136,43.449,4.183,2.6894,27.6,0.2201,0.18785,1.8806,0.08334,0.094897,1.1918,1.2921,3120,0.25048,0.32855,0.74952,0.084158,17.644,8.4007,25.961,14.059,1.6516,0
0.23216,0.41323,0.11593,1.3166,-16.986,0.016459,0.23216,1.42,2.6934,0.58677,0.25714,0.63401,0.11751,0.23216,476.53,0.76595,2.42,0.23216,0.086196,29.324,0.83396,0.2545,0.086196,0.81969,0.070091,0.76595,10.188,0.22384,3.8771,0.14772,0.091536,54.331,6.7181,5.9532,0.23337,2.6934,5.9783,0.63122,0.086644,0.073686,0.04065,0.094491,61.677,32.353,1.0729,0.72566,32.105,0.17015,0.063172,1.1667,0.36618,0.14885,1.133,1.2188,873.56,0.086644,0.39566,0.91465,0.07575,12.447,11.282,49.623,7.3554,5.2007,0
-0.033206,0.31415,0.16554,1.7294,10.988,0.17352,-0.036726,2.0872,0.97001,0.65569,-0.036726,-0.16182,0.0086764,-0.036726,6530.8,0.055889,3.1832,-0.036726,-0.018149,18.215,0.94193,-0.029702,-0.016409,0.23218,0.65569,0.067092,-0.14238,0.27249,4.138,0.14242,-0.018149,39.709,9.1919,-0.094546,-0.029702,2.0804,3.3431,0.74288,-0.014678,0.12554,0.42017,-0.014678,65.655,47.44,-0.32882,1.2844,17.669,-0.083985,-0.041503,1.2494,0.22696,0.10879,1.0793,1.2228,2274.6,-0.030915,-0.050643,1.0309,0.13298,20.038,7.6939,40.936,8.9163,3.331,0
0.10405,0.46541,0.48767,2.0818,-18.456,0.33341,0.13102,1.1482,1.0902,0.53439,0.13102,0.29064,0.087501,0.13102,1093.6,0.33376,2.1487,0.13102,0.073806,116.28,0.97974,0.13575,0.058612,0.41541,0.53439,0.27581,0.83365,7.9276,4.2713,0.2242,0.073806,101.05,3.6121,0.29168,0.13575,1.7935,25.55,0.54898,0.076468,0.15919,0.095596,0.076468,178.2,61.925,0.18399,0.82728,126.77,0.11144,0.062774,2.0165,0.45081,0.27685,8.687,8.9243,9107.4,0.082731,0.19471,0.91727,0.027315,3.139,5.8942,92.689,3.9379,28.858,0
-0.15579,1.6895,-0.73848,0.56021,-130.01,-2.195,-0.15579,-0.40809,3.3009,-0.68945,-0.14116,-0.092778,-0.031527,-0.15579,-5925.5,-0.061598,0.59191,-0.15579,-0.047196,75.482,0.53907,-0.14158,-0.047196,1.1926,-2.3508,-0.061598,-9.6776,-12.45,3.1223,0.51012,-0.046544,153.63,2.3759,2.3614,-0.68855,3.3009,25.086,-0.67917,-0.20859,0.0039077,-0.62673,-0.042891,103.29,27.809,-0.22822,0.15368,62.454,-0.1933,-0.05856,0.5568,1.6792,0.4209,-11.624,-11.45,-978.68,-0.20859,0.22596,1.0392,-0.014921,4.8356,13.125,185.67,1.9658,55.652,0
0.12557,0.46854,0.13064,1.4631,-11.92,0,0.15457,1.1343,0.9706,0.53146,0.16196,0.54792,0.23341,0.15457,754.88,0.48352,2.1343,0.15457,0.15925,57.003,1.0419,0.15885,0.12938,0.34561,0.5256,0.42164,21.491,0.22246,4.3109,0.40387,0.16687,126.62,2.8825,1.7356,0.15742,0.9706,1.428,0.71435,0.16219,0.28409,0.067661,0.16366,125.08,68.074,0.82843,0.92577,68.038,0.08687,0.089501,0.88092,0.28211,0.34692,0.90499,1.2164,2672.7,0.16219,0.23628,0.84186,0.34412,6.4032,5.3618,106.09,3.4405,1.6528,0
0.41338,0.39071,0.2328,1.61,-8.054,1.0165,0.41338,1.5583,1.2133,0.60886,0.41338,1.0832,0.22386,0.41338,266.38,1.3702,2.5594,0.41338,0.17286,40.771,1.1864,0.41755,0.17286,1.0165,0.60886,1.3702,2.1184,0.60377,4.1456,0.16263,0.17286,70.669,5.1649,1.0687,0.41755,2.4557,38.234,0.61794,0.1746,0.023135,0.023809,0.1746,92.429,51.658,1.5475,0.91003,49.467,0.29558,0.1236,1.5726,0.38163,0.19361,1.5791,1.6027,3255.1,0.17579,0.67894,0.82421,0.014919,8.9524,7.0657,58.246,6.2666,6.2024,0
-0.055107,0.38441,-0.021205,0.90617,-45.162,-0.16734,-0.055107,1.6014,1.2577,0.61559,-0.052664,-0.24385,-0.043803,-0.055107,-2546.9,-0.14331,2.6014,-0.055107,-0.043816,37.724,0.86532,0,-0.043816,-0.22245,-0.10314,-0.14331,0,-0.026666,4.746,0.30346,-0.07752,67.126,5.4375,3.1966,0.037335,1.2577,0.52802,0.75724,0.029685,0.025285,789.85,0,57.772,20.048,-0.42394,0.33097,38.611,-1.6223E-05,-1.2899E-05,0.53272,0.22599,0.18391,0.77412,0.95224,-1181.6,0.022967,-0.08952,0.99307,0.23011,9.6755,18.206,65.585,5.5653,1.5816,0
-0.2728,0.35805,0.18498,1.5393,-1.7706,-0.29779,-0.2728,1.5862,0.87721,0.56792,-0.2728,-0.79536,-0.09502,-0.2728,-902.18,-0.40458,2.7929,-0.2728,-0.17894,44.55,0.84477,-0.26282,-0.17894,-0.25559,0.56792,-0.40458,-1.5123,0.39188,4.5231,0.21338,-0.17894,72.036,5.0669,-0.73403,-0.26282,1.553,22.705,0.58298,-0.1724,0.11539,-0.087276,-0.1724,116.93,72.382,-1.4661,0.99681,39.08,-0.39076,-0.25632,1.4746,0.34299,0.19736,1.2031,1.235,6168.5,-0.13997,-0.48035,1.14,0.026514,8.193,5.0427,82.119,4.4447,3.2297,0
-0.070585,0.90341,-0.63599,0.27732,-651.6,-0.1449,-0.070585,0.10692,0.66348,0.09659,-0.070104,-0.080205,-0.0033985,-0.070585,-146240,-0.0024959,1.1069,-0.070585,-0.10639,59.432,0.89203,0,-0.10639,-0.17908,-0.21544,-0.0024959,0,-0.84133,4.5858,1.3497,-0.21324,666.84,0.54736,0.53321,0.0050624,0.66348,7.7326,0.11418,0.00763,0.013778,0.44071,0,127.59,68.163,-0.65337,0.15457,81.859,-0.06833,-0.10299,0.27016,0.88005,1.827,0.12777,0.15105,-24507,0.27398,-0.73077,0.73679,0.18213,6.1415,5.3548,484.14,0.75391,0.87769,0
-0.56493,2.0757,-0.34645,0.72612,-74.802,-1.2856,-0.56493,-0.51824,3.0449,-1.0757,-0.56426,-0.44659,-0.13407,-0.56493,-1855.9,-0.19667,0.48176,-0.56493,-0.18554,40.58,1.167,-0.56446,-0.18554,-0.94914,-1.2105,-0.19667,-837.81,-4.2526,2.5695,0.65889,-0.18532,127.59,2.8608,1.7434,-0.57398,3.0449,1.09,-0.54362,-0.18851,0.082121,-0.16969,-0.18538,97.655,57.075,-1.6688,0.45851,34.144,-0.72117,-0.23685,0.44251,1.265,0.34955,-13.204,-6.6728,-128.56,-0.18851,0.52517,1.1849,-0.49465,8.9945,6.3951,151.64,2.407,37.375,0
0.17266,0.27684,0.3325,2.7825,99.468,0,0.21638,2.6122,1.0437,0.72316,0.22434,1.16,0.2665,0.21638,363.3,1.0047,3.6122,0.21638,0.20733,28.413,0.88547,0.21605,0.16544,0.41916,0.62454,0.84677,27.13,0.69132,3.5719,0.038179,0.21496,73.741,4.9498,3.3352,0.12034,1.0437,8.6443,0.77381,0.11531,1.3413,0.033217,0.20701,94.02,65.607,2.1252,2.3469,32.116,0.15429,0.14784,1.8749,0.18654,0.20203,1.5036,1.6089,1240.7,0.11531,0.23876,0.81298,0.070034,12.846,5.5634,65.238,5.5949,2.1699,0
0,0.18049,0.28884,2.8987,32.175,-0.027568,-0.027568,4.5404,1.5341,0.81951,-0.019614,-0.18122,0.02063,-0.027568,2081.6,0.17534,5.5404,-0.027568,-0.01797,35.825,1.3226,-0.026039,0,-0.14123,0.74073,0.32808,-3.2738,0.51667,4.033,0.10566,-0.015666,35.54,10.27,8.6557,-0.028234,1.5341,10.235,0.84788,-0.018404,0.14682,0.18134,-0.016974,99.603,63.778,0,1.9089,35.178,-0.085255,-0.055574,2.4431,0.15212,0.09737,1.4659,1.5167,3116.7,-0.018404,0,1.0178,0.03462,10.188,5.723,36.194,10.084,2.7441,0
0.15633,0.64052,0.085175,1.288,-9.4331,0,0.15633,0.56123,0.77348,0.35948,0.16499,0.52854,0.26223,0.15633,1152.6,0.31666,1.5612,0.15633,0.20211,46.119,0.77489,0.16429,0.20211,0.82336,0.15633,0.31666,18.97,0.13759,3.9369,0.7822,0.20999,176.64,2.0664,0.9542,0.16229,0.77348,1.3179,0.57438,0.20982,0.12761,0.10129,0.2124,161.96,115.84,1.5996,0.95755,58.365,0.11779,0.15228,0.59474,0.29577,0.48393,0.58069,0.92784,736.5,0.20982,0.43487,0.79901,0.59781,7.9143,3.151,139.57,2.6151,1.2495,0
0.05568,0.67394,-0.011864,0.97939,-66.309,0,0.05568,0.48381,2.0212,0.32606,0.088619,0.096728,0.042387,0.05568,2871.2,0.12712,1.4838,0.05568,0.027548,60.36,0.73572,0.087162,0.027548,0.15776,0.16211,0.12712,2.6461,-0.027196,3.7537,0.32766,0.042517,108.02,3.379,2.8861,0.07612,2.0212,2.3348,0.42437,0.037661,0.0318,0.19175,0.043124,98.503,38.143,0.16658,0.39873,62.723,0.057169,0.028285,0.83653,0.57563,0.29594,0.74745,0.9728,-67.281,0.037661,0.17077,0.97268,0.30149,6.047,9.5693,103.95,3.5113,4.6333,0
0.12268,0.36611,0.51113,3.3805,37.117,0.40659,0.15148,1.7315,2.389,0.63389,0.15924,0.70551,0.079896,0.15148,700.1,0.52136,2.7315,0.15148,0.063409,43.54,0.99348,0.15888,0.051352,0.49002,0.60849,0.44268,20.473,1.8644,3.5952,0.10318,0.066657,35.099,10.399,6.099,0.15611,2.389,3.8995,0.74695,0.065346,0.55709,0.061552,0.066503,92.623,49.083,0.43049,2.0533,46.584,0.11949,0.050016,1.9826,0.21472,0.096161,2.3122,2.7246,2012.3,0.065346,0.19353,0.93677,0.17836,8.3832,7.4364,32.805,11.126,8.7143,0
0.014066,0.46358,0.29296,1.6547,-71.453,0.023495,0.018249,1.1571,1.1673,0.53642,0.057877,0.040785,0.065951,0.018249,2197.9,0.16607,2.1571,0.018249,0.015633,156.64,0.90882,0.045658,0.01205,0.039908,0.52504,0.15704,1.1522,1.1285,3.9438,0.36599,0.031557,145.45,2.5094,2.4221,0.044458,1.1673,39.581,0.54247,0.038086,0.088448,0.14802,0.039114,219.14,62.501,0.028079,0.53517,162.84,-0.013078,-0.011204,1.5972,0.44745,0.39849,2.0664,2.0897,2574,0.038086,0.026223,0.98454,0.011278,2.3302,5.8399,139.91,2.6088,4.4968,0
-0.0020845,0.61219,0.12412,2.7938,85.784,-0.016304,-0.0023927,0.12848,1.0728,0.078655,-0.0023927,-0.03458,0.085429,-0.0023927,6516.3,0.056013,1.6335,-0.0023927,-0.0059609,38.312,0.77157,0.035335,-0.005193,-0.016168,0.078655,0.056517,0.94442,0.15387,4.5812,1.3272,-0.0059609,67.502,5.4072,0.057719,0.035335,0.42626,0.27842,0.62166,0.08803,1.1712,0.27947,0.08803,102.1,63.783,-0.049474,2.1849,41.103,-0.0013486,-0.0033598,0.31578,0.069194,0.18494,0.097504,0.77063,4731.5,0.067893,-0.026502,0.93211,6.9036,9.5269,5.7225,62.919,5.8011,0.49759,0
0.018615,0.85762,-0.16875,0.77248,-38.135,0,0.033328,0.16602,2.1722,0.14238,0.048405,0.044936,0.032859,0.033328,4385.7,0.083225,1.166,0.033328,0.015343,7.6391,1.053,0.047613,0.0085698,0.12013,0.13875,0.06607,3.158,-0.39513,4.1397,0.35241,0.021146,129.31,2.8227,2.4411,0.078604,2.1722,6.1458,0.22821,0.036187,0.12899,0.33373,0.02192,80.197,72.558,0.40947,0.71118,7.9259,0.0095656,0.0044037,0.66805,0.74168,0.35427,0.33339,0.53435,-2327.7,0.036187,0.13074,0.98479,0.6028,47.781,5.0305,124.63,2.9287,5.0862,0
0.10454,0.73773,0.30197,1.4618,-12.344,0,0.12145,0.35551,3.5579,0.26227,0.1373,0.18573,0.036024,0.12145,2100.9,0.17374,1.3555,0.12145,0.034135,42.893,1.1746,0.13449,0.029382,-0.037163,0.2285,0.15081,8.484,6.8426,3.9155,0.20542,0.038032,69.37,5.2616,4.6638,0.11734,3.5579,6.4151,0.3461,0.032979,0.012944,0.17415,0.037799,97.192,54.299,0.25003,0.82239,44.356,0.12777,0.035911,1.2957,0.6539,0.19005,5.9431,7.8426,2485.5,0.032979,0.3986,0.96636,0.31963,8.5096,6.722,67.082,5.4411,80.623,0
0.021704,0.87294,-0.0088162,0.98428,-40.876,0,0.021704,0.14555,1.5973,0.12706,0.047712,0.03869,0.031912,0.021704,6250.9,0.058391,1.1456,0.021704,0.013588,35.346,1.0306,0.045394,0.013588,0.088505,0.12273,0.058391,1.7454,-0.019685,3.9696,0.54206,0.02987,127.42,2.8644,1.8407,-0.0095269,1.5973,1.466,0.39819,-0.0059644,0.040522,0.38972,0.028419,120.98,85.629,0.14031,0.70854,35.136,0.016126,0.010096,0.6325,0.56095,0.34911,0.2837,0.88908,-82.197,-0.0059644,0.17081,0.98688,2.1338,10.327,4.2626,128.18,2.8475,3.5665,0
0.028488,0.60359,0.18971,1.5446,41.219,0,0.028488,0.65674,1.4704,0.39641,0.034315,0.081784,0.022897,0.028488,6543.7,0.055779,1.6567,0.028488,0.019375,12.898,1.0101,0,0.019375,0.10306,0.25801,0.055779,0,0.41051,3.7908,0.40291,0.03897,108.79,3.355,1.9362,0.0053415,1.4704,1.9152,0.65021,0.0036328,0.045074,3.8844,0,129.66,116.76,0.54829,1.3954,16.228,-0.0051797,-0.0035227,0.89139,0.34833,0.29806,0.85779,1.407,1172,0.2052,0.071866,0.80119,0.64026,28.299,3.1259,86.469,4.2212,3.1818,0
0.24228,0.48676,0.095119,1.2544,-6.3604,0,0.24228,1.0544,1.7111,0.51324,0.25243,0.64799,0.18721,0.24228,554.63,0.6581,2.0544,0.24228,0.14159,24.721,0.94002,0.2477,0.14159,0.44306,0.2318,0.6581,24.407,0.17914,3.9847,0.23833,0.14655,89.318,4.0865,3.139,0.18315,1.7111,14.939,0.53687,0.10704,0.22416,0.049808,0.14476,82.169,57.449,2.0906,0.94445,27.684,0.16964,0.099142,0.96353,0.37389,0.24471,0.96657,1.0111,918.29,0.10704,0.47206,0.86402,0.046056,14.765,6.3535,79.757,4.5764,3.2225,0
